ID	HGNC.symbol	rmspe.ratio.avg	initial.predictor.n	selected.predictor.n	predictor	estimate	estimate.sd	best.site.qv	cor.estimate.best.site.qv	cor.pv
ID7585	PMPCB	0.997	22	22	ID983|EIF4B	0.0583	0.00484	0.0515	-0.0818	0.724
ID7585	PMPCB	0.997	22	22	ID998|SNRPA	0.0153	0.00441	0.0353	-0.0818	0.724
ID7585	PMPCB	0.997	22	22	ID1423|SYNCRIP	-0.0313	0.00712	0.174	-0.0818	0.724
ID7585	PMPCB	0.997	22	22	ID1706|MBNL1	0.0611	0.00513	0.0817	-0.0818	0.724
ID7585	PMPCB	0.997	22	22	ID1928|RBM3	0.0044	0.00358	0.0437	-0.0818	0.724
ID7585	PMPCB	0.997	22	22	ID2056|TARDBP	0.125	0.0272	0.158	-0.0818	0.724
ID7585	PMPCB	0.997	22	22	ID2227|HNRNPL	-0.00977	0.00473	0.12	-0.0818	0.724
ID7585	PMPCB	0.997	22	22	ID2950|PSPC1	0.0468	0.00857	0.0819	-0.0818	0.724
ID7585	PMPCB	0.997	22	22	ID3144|DAZAP1	0.062	0.00433	0.112	-0.0818	0.724
ID7585	PMPCB	0.997	22	22	ID3437|PTBP1	0.116	0.0118	0.0348	-0.0818	0.724
ID7585	PMPCB	0.997	22	22	ID6707|MATR3	0.0012	0.00487	0.187	-0.0818	0.724
ID7585	PMPCB	0.997	22	22	ID10395|SRSF2	0.0233	0.00194	0.0691	-0.0818	0.724
ID7585	PMPCB	0.997	22	22	ID10589|SRSF1	-0.00049	0.00663	0.0111	-0.0818	0.724
ID7585	PMPCB	0.997	22	22	ID10884|SRSF3	-0.0272	0.00668	0.194	-0.0818	0.724
ID7585	PMPCB	0.997	22	22	ID23008|RBM14	0.0241	0.003	0.0983	-0.0818	0.724
ID7600	SLC25A13	1.02	21	21	rna	0.454	0.0309	NA	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID260|RBM4	-0.0624	0.00621	0.0785	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID448|SART3	-0.0096	0.0134	0.022	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID662|PABPC1	0.219	0.0202	0.0218	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID673|KHDRBS1	-0.0149	0.00637	0.0827	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID892|SFPQ	0.108	0.011	0.162	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID983|EIF4B	0.207	0.0133	0.172	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID998|SNRPA	0.0473	0.00443	0.125	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID1423|SYNCRIP	-0.136	0.0217	0.11	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID2056|TARDBP	0.109	0.0172	0.0988	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID2455|U2AF2	0.0563	0.00385	0.0675	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID2950|PSPC1	0.021	0.00532	0.162	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID3437|PTBP1	0.0276	0.00437	0.163	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID3509|HNRNPA1	-0.0195	0.00471	0.0632	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID3816|EIF2S1	-0.0451	0.0144	0.0487	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID5195|HNRNPA2B1	-0.0592	0.012	0.112	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID5866|HNRNPH1	0.105	0.00551	0.0263	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID10395|SRSF2	-0.1	0.0166	0.0892	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID10525|HNRNPF	-0.0663	0.0181	0.0263	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID10589|SRSF1	0.0805	0.0133	0.12	0.162	0.494
ID7600	SLC25A13	1.02	21	21	ID23008|RBM14	-0.0626	0.00622	0.0785	0.162	0.494
ID7606	DCTN1	1.54	16	16	rna	0.00118	0.00488	NA	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID107|RBM8A	0.129	0.00564	0.0233	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID260|RBM4	0.0329	0.00248	0.0141	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID657|ACO1	0.192	0.0105	0.0387	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID980|PCBP2	0.0321	0.00495	0.0238	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID983|EIF4B	0.112	0.00619	0.0401	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID998|SNRPA	0.0335	0.00252	0.0126	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID1328|PCBP1	0.0351	0.00288	0.0136	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID3437|PTBP1	0.0115	0.003	0.18	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID3576|HNRNPK	0.0805	0.00178	0.0657	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID5866|HNRNPH1	-0.011	0.00389	0.012	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID10357|NONO	0.0558	0.00272	0.135	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID10395|SRSF2	0.112	0.00332	0.106	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID10525|HNRNPF	0.0116	0.0022	0.012	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID10589|SRSF1	0.0059	0.00391	0.0932	-0.0102	0.971
ID7606	DCTN1	1.54	16	16	ID23008|RBM14	0.0329	0.00247	0.0141	-0.0102	0.971
ID7617	TOR1AIP1	1.16	17	17	rna	0.249	0.0144	NA	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID448|SART3	-0.0333	0.0042	0.0422	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID662|PABPC1	0.0515	0.00835	0.0417	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID892|SFPQ	0.074	0.00843	0.155	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID980|PCBP2	-0.163	0.0146	0.0424	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID998|SNRPA	0.137	0.00866	0.015	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID1423|SYNCRIP	-0.0137	0.00463	0.145	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID2227|HNRNPL	0.064	0.0116	0.106	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID2455|U2AF2	0.115	0.0209	0.155	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID2950|PSPC1	0.119	0.00573	0.155	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID3437|PTBP1	0.208	0.014	0.0688	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID3816|EIF2S1	0.0428	0.0132	0.191	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID5866|HNRNPH1	0.148	0.00837	0.061	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID6707|MATR3	-0.0603	0.0107	0.133	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID10395|SRSF2	-0.0404	0.00781	0.128	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID10525|HNRNPF	-0.0836	0.0127	0.061	0.0232	0.932
ID7617	TOR1AIP1	1.16	17	17	ID10589|SRSF1	0.167	0.0115	0.0735	0.0232	0.932
ID7625	EEF1G	1.49	17	17	rna	0.0736	0.00905	NA	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID657|ACO1	0.105	0.00931	0.115	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID673|KHDRBS1	0.0254	0.00289	0.0511	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID980|PCBP2	0.0567	0.00308	0.00851	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID983|EIF4B	0.0267	0.004	0.158	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID998|SNRPA	0.0468	0.00171	0.0344	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID1328|PCBP1	0.054	0.00336	0.042	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID1706|MBNL1	0.0874	0.00393	0.091	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID2455|U2AF2	0.0828	0.00329	0.0442	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID3437|PTBP1	0.108	0.00474	0.0168	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID3509|HNRNPA1	0.00622	0.00341	0.0824	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID3576|HNRNPK	0.132	0.00706	0.0884	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID3816|EIF2S1	0.0167	0.00592	0.0893	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID5195|HNRNPA2B1	0.00962	0.00236	0.076	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID10357|NONO	0.0515	0.00524	0.0604	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID10395|SRSF2	0.0117	0.00318	0.0269	-0.0265	0.922
ID7625	EEF1G	1.49	17	17	ID10589|SRSF1	-0.024	0.00242	0.066	-0.0265	0.922
ID7635	PDCD6IP	1.26	22	22	rna	0.0905	0.0161	NA	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID107|RBM8A	0.0043	0.0041	0.163	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID260|RBM4	0.0315	0.00229	0.115	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID448|SART3	0.0755	0.00466	0.122	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID657|ACO1	0.142	0.0164	0.15	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID662|PABPC1	0.135	0.0173	0.122	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID673|KHDRBS1	0.0452	0.00285	0.169	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID892|SFPQ	0.13	0.0178	0.198	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID983|EIF4B	0.0115	0.0155	0.0652	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID998|SNRPA	0.0133	0.0094	0.0899	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID1328|PCBP1	0.105	0.0208	0.174	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID1423|SYNCRIP	-0.0308	0.0177	0.179	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID2056|TARDBP	-0.0142	0.0182	0.0733	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID2455|U2AF2	-0.008	0.0121	0.0943	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID2950|PSPC1	0.0115	0.000779	0.198	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID3144|DAZAP1	-0.0264	0.00678	0.171	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID3437|PTBP1	-0.0111	0.00921	0.129	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID3576|HNRNPK	0.0973	0.0166	0.055	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID5866|HNRNPH1	-0.0109	0.00532	0.157	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID10525|HNRNPF	0.0264	0.00614	0.157	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID10589|SRSF1	0.0346	0.0106	0.112	0.0668	0.774
ID7635	PDCD6IP	1.26	22	22	ID23008|RBM14	0.0314	0.00228	0.115	0.0668	0.774
ID7638	CAP1	1.23	16	16	rna	0.153	0.0116	NA	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID107|RBM8A	-0.0274	0.00734	0.0437	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID260|RBM4	-0.0263	0.00548	0.0232	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID448|SART3	-0.102	0.00884	0.139	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID657|ACO1	0.0757	0.00639	0.148	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID662|PABPC1	0.178	0.0142	0.139	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID983|EIF4B	0.0328	0.00491	0.153	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID998|SNRPA	0.0369	0.00652	0.0019	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID1423|SYNCRIP	-0.000903	0.00866	0.178	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID1706|MBNL1	0.168	0.0101	0.0411	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID4003|FUS	0.0454	0.00625	0.141	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID5866|HNRNPH1	0.09	0.00649	0.0532	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID10395|SRSF2	0.08	0.0036	0.0622	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID10525|HNRNPF	0.154	0.0167	0.0532	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID10589|SRSF1	-0.0614	0.0078	0.0172	0.0625	0.825
ID7638	CAP1	1.23	16	16	ID23008|RBM14	-0.0261	0.00544	0.0232	0.0625	0.825
ID7640	HSPH1	1.25	20	20	rna	0.0939	0.00177	NA	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID448|SART3	0.0866	0.00124	0.0245	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID662|PABPC1	0.123	0.00513	0.0243	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID673|KHDRBS1	-0.00299	0.00212	0.142	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID713|G3BP2	0.0188	0.00763	0.0394	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID892|SFPQ	0.146	0.0193	0.191	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID980|PCBP2	0.0803	0.0108	0.161	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID983|EIF4B	0.105	0.0046	0.0378	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID998|SNRPA	0.0163	0.00481	0.0923	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID1296|FXR1	0.0261	0.00256	0.103	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID1423|SYNCRIP	0.00546	0.00529	0.0532	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID2056|TARDBP	0.0145	0.00243	0.082	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID2227|HNRNPL	0.00519	0.00402	0.142	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID2455|U2AF2	0.0737	0.00604	0.166	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID2950|PSPC1	-0.0225	0.00554	0.191	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID3437|PTBP1	-0.00144	0.00152	0.05	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID3816|EIF2S1	0.033	0.00195	0.0346	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID4041|SNRNP70	-0.0147	0.0049	0.0816	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID10395|SRSF2	-0.00327	0.00897	0.0621	0.0401	0.871
ID7640	HSPH1	1.25	20	20	ID10589|SRSF1	-0.0276	0.00517	0.0591	0.0401	0.871
ID7641	OTUB1	1.55	21	21	rna	0.153	0.00895	NA	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID107|RBM8A	-0.0143	0.00645	0.138	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID260|RBM4	0.0334	0.00426	0.122	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID448|SART3	0.0199	0.00955	0.116	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID657|ACO1	0.122	0.00767	0.161	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID662|PABPC1	0.0411	0.00988	0.116	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID980|PCBP2	0.143	0.0108	0.0102	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID983|EIF4B	-0.0229	0.00725	0.152	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID998|SNRPA	0.0563	0.00294	0.00675	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID1328|PCBP1	0.223	0.0162	0.177	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID1706|MBNL1	-0.0181	0.00644	0.154	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID3437|PTBP1	-0.00363	0.000958	0.0318	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID3509|HNRNPA1	0.328	0.029	0.0573	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID3576|HNRNPK	-0.0569	0.00738	0.0884	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID5195|HNRNPA2B1	-0.047	0.0108	0.156	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID5866|HNRNPH1	-0.109	0.0067	0.0213	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID6113|NCL	-0.0698	0.00849	0.038	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID10395|SRSF2	0.159	0.01	0.173	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID10525|HNRNPF	0.109	0.00688	0.0213	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID10589|SRSF1	-0.0263	0.00709	0.0305	0.105	0.659
ID7641	OTUB1	1.55	21	21	ID23008|RBM14	0.0328	0.0043	0.122	0.105	0.659
ID7648	DDX46	1.74	19	19	rna	0.0314	0.00181	NA	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID107|RBM8A	0.056	0.00162	0.146	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID260|RBM4	0.026	0.00232	0.0935	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID448|SART3	0.121	0.0039	0.0686	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID662|PABPC1	0.0762	0.0041	0.0685	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID713|G3BP2	0.0609	0.00261	0.142	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID892|SFPQ	0.0636	0.00104	0.16	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID998|SNRPA	0.052	0.000598	0.0176	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID1423|SYNCRIP	0.0131	0.00428	0.108	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID2455|U2AF2	0.054	0.0034	0.164	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID2950|PSPC1	0.0311	0.00284	0.16	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID3576|HNRNPK	0.0706	0.0018	0.117	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID4041|SNRNP70	0.0488	0.00147	0.158	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID5866|HNRNPH1	0.0543	0.0032	0.0466	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID6113|NCL	0.0479	0.00266	0.0683	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID10395|SRSF2	0.096	0.00421	0.0236	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID10525|HNRNPF	0.015	0.00281	0.0466	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID10589|SRSF1	0.0549	0.00136	0.0533	-0.176	0.485
ID7648	DDX46	1.74	19	19	ID23008|RBM14	0.0261	0.00232	0.0935	-0.176	0.485
ID7659	DDX17	1.38	22	22	rna	0.0246	0.00275	NA	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID448|SART3	0.0512	0.00553	0.0595	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID662|PABPC1	0.197	0.0128	0.0595	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID673|KHDRBS1	0.123	0.00579	0.126	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID713|G3BP2	0.0388	0.00255	0.143	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID892|SFPQ	0.112	0.0056	0.131	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID980|PCBP2	-0.0311	0.00475	0.0792	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID983|EIF4B	0.0839	0.00666	0.166	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID998|SNRPA	0.0571	0.000961	0.0396	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID1423|SYNCRIP	0.101	0.0123	0.053	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID1706|MBNL1	0.0568	0.00192	0.132	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID2455|U2AF2	0.0413	0.00261	0.0421	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID2950|PSPC1	0.0493	0.00384	0.131	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID3144|DAZAP1	-0.0184	0.00662	0.157	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID3437|PTBP1	0.0221	0.00177	0.0535	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID3509|HNRNPA1	-0.0328	0.00575	0.0826	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID3576|HNRNPK	0.0153	0.00337	0.0952	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID5195|HNRNPA2B1	0.0234	0.00449	0.15	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID5866|HNRNPH1	0.0393	0.00318	0.0208	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID10395|SRSF2	0.0322	0.00431	0.0387	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID10525|HNRNPF	-0.0207	0.00628	0.0208	0.0533	0.818
ID7659	DDX17	1.38	22	22	ID10589|SRSF1	-0.0281	0.00498	0.1	0.0533	0.818
ID7680	MRE11A	1.36	16	16	rna	0.103	0.0112	NA	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID448|SART3	0.0534	0.00626	0.0482	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID657|ACO1	0.0551	0.00561	0.193	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID662|PABPC1	0.137	0.00299	0.0482	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID673|KHDRBS1	0.196	0.00948	0.0259	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID983|EIF4B	0.168	0.0105	0.0741	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID1423|SYNCRIP	-0.0115	0.00484	0.0828	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID2455|U2AF2	0.049	0.00485	0.0724	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID3144|DAZAP1	-0.0438	0.00639	0.0804	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID3437|PTBP1	0.0338	0.0061	0.0271	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID5195|HNRNPA2B1	0.0092	0.00582	0.146	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID5866|HNRNPH1	0.0162	0.00345	0.188	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID6707|MATR3	0.145	0.00902	0.191	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID10395|SRSF2	-0.0204	0.00358	0.114	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID10525|HNRNPF	0.000343	0.00232	0.188	-0.159	0.571
ID7680	MRE11A	1.36	16	16	ID10589|SRSF1	0.00296	0.00398	0.00472	-0.159	0.571
ID7682	NPC2	1.14	20	20	rna	0.274	0.017	NA	0.272	0.261
ID7682	NPC2	1.14	20	20	ID107|RBM8A	0.0217	0.00473	0.0657	0.272	0.261
ID7682	NPC2	1.14	20	20	ID260|RBM4	-0.0159	0.00807	0.0276	0.272	0.261
ID7682	NPC2	1.14	20	20	ID657|ACO1	0.0251	0.0118	0.068	0.272	0.261
ID7682	NPC2	1.14	20	20	ID673|KHDRBS1	-0.025	0.0131	0.0672	0.272	0.261
ID7682	NPC2	1.14	20	20	ID892|SFPQ	0.06	0.0149	0.0721	0.272	0.261
ID7682	NPC2	1.14	20	20	ID980|PCBP2	0.046	0.00194	0.00714	0.272	0.261
ID7682	NPC2	1.14	20	20	ID983|EIF4B	0.013	0.0118	0.0336	0.272	0.261
ID7682	NPC2	1.14	20	20	ID998|SNRPA	0.0855	0.0127	0.126	0.272	0.261
ID7682	NPC2	1.14	20	20	ID1328|PCBP1	-0.0107	0.0117	0.107	0.272	0.261
ID7682	NPC2	1.14	20	20	ID1706|MBNL1	0.0742	0.0065	0.0242	0.272	0.261
ID7682	NPC2	1.14	20	20	ID2455|U2AF2	-0.0951	0.0146	0.0264	0.272	0.261
ID7682	NPC2	1.14	20	20	ID2950|PSPC1	-0.00993	0.00613	0.0721	0.272	0.261
ID7682	NPC2	1.14	20	20	ID3144|DAZAP1	0.00364	0.00605	0.149	0.272	0.261
ID7682	NPC2	1.14	20	20	ID3437|PTBP1	0.103	0.0223	0.0548	0.272	0.261
ID7682	NPC2	1.14	20	20	ID6707|MATR3	0.00268	0.00233	0.198	0.272	0.261
ID7682	NPC2	1.14	20	20	ID10395|SRSF2	0.111	0.00527	0.143	0.272	0.261
ID7682	NPC2	1.14	20	20	ID10589|SRSF1	0.148	0.0123	0.133	0.272	0.261
ID7682	NPC2	1.14	20	20	ID10884|SRSF3	0.114	0.00179	0.0771	0.272	0.261
ID7682	NPC2	1.14	20	20	ID23008|RBM14	-0.0156	0.00797	0.0276	0.272	0.261
ID7683	PGM3	1.04	14	14	rna	0.115	0.0135	NA	0.0606	0.844
ID7683	PGM3	1.04	14	14	ID448|SART3	0.00167	0.00209	0.0801	0.0606	0.844
ID7683	PGM3	1.04	14	14	ID662|PABPC1	0.0545	0.00564	0.0801	0.0606	0.844
ID7683	PGM3	1.04	14	14	ID892|SFPQ	0.0594	0.00545	0.138	0.0606	0.844
ID7683	PGM3	1.04	14	14	ID983|EIF4B	0.0204	0.00548	0.115	0.0606	0.844
ID7683	PGM3	1.04	14	14	ID1423|SYNCRIP	0.0595	0.00531	0.127	0.0606	0.844
ID7683	PGM3	1.04	14	14	ID1706|MBNL1	0.055	0.00491	0.0427	0.0606	0.844
ID7683	PGM3	1.04	14	14	ID2950|PSPC1	0.00957	0.00415	0.138	0.0606	0.844
ID7683	PGM3	1.04	14	14	ID3144|DAZAP1	0.0318	0.00649	0.121	0.0606	0.844
ID7683	PGM3	1.04	14	14	ID3509|HNRNPA1	0.0392	0.00891	0.194	0.0606	0.844
ID7683	PGM3	1.04	14	14	ID3576|HNRNPK	0.0226	0.0026	0.165	0.0606	0.844
ID7683	PGM3	1.04	14	14	ID4003|FUS	0.0301	0.004	0.124	0.0606	0.844
ID7683	PGM3	1.04	14	14	ID10395|SRSF2	0.0631	0.00481	0.0944	0.0606	0.844
ID7683	PGM3	1.04	14	14	ID10589|SRSF1	0.000554	0.00232	0.0466	0.0606	0.844
ID7684	USO1	1.22	19	19	rna	0.0325	0.00468	NA	0.0962	0.704
ID7684	USO1	1.22	19	19	ID448|SART3	0.0615	0.00463	0.0739	0.0962	0.704
ID7684	USO1	1.22	19	19	ID657|ACO1	0.176	0.0107	0.19	0.0962	0.704
ID7684	USO1	1.22	19	19	ID662|PABPC1	0.0992	0.00627	0.0739	0.0962	0.704
ID7684	USO1	1.22	19	19	ID673|KHDRBS1	0.0517	0.00361	0.0428	0.0962	0.704
ID7684	USO1	1.22	19	19	ID983|EIF4B	0.0706	0.00394	0.151	0.0962	0.704
ID7684	USO1	1.22	19	19	ID998|SNRPA	0.0185	0.00251	0.0149	0.0962	0.704
ID7684	USO1	1.22	19	19	ID1296|FXR1	0.0834	0.00569	0.0999	0.0962	0.704
