ID	IPI	HGNC.symbol	Ensembl.Gene.ID	Chromosome.Name	Gene.Start..bp.	Gene.End..bp.	Strand
ID8984	IPI00868838	WBSCR28	ENSG00000175877	7	73275489	73280223	1
ID8985	NA	ADSSL1	ENSG00000185100	14	105190523	105213662	1
ID8986	NA	SPDYA	ENSG00000163806	2	29005383	29073477	1
ID8988	NA	TPMT	ENSG00000137364	6	18128542	18155305	-1
ID8989	IPI00793044	HAP1	ENSG00000261125	HG185_PATCH	39873994	39890896	-1
ID8990	IPI00983092	CYB5RL	ENSG00000215883	1	54638009	54665709	-1
ID8993	NA	SOX5	ENSG00000134532	12	23682440	24103966	-1
ID8994	NA	SPG7	ENSG00000197912	16	89557325	89624176	1
ID8995	IPI00291186	SLC7A13	ENSG00000164893	8	87226281	87333375	-1
ID8997	NA	UFL1	ENSG00000014123	6	96969471	97003152	1
ID8998	NA	TEFM	ENSG00000172171	17	29224354	29233838	-1
ID8999	IPI00746106	GLIPR1L1	ENSG00000173401	12	75728419	75764340	1
ID9001	NA	DAZAP2	ENSG00000183283	12	51632076	51665146	1
ID9002	NA	STT3B	ENSG00000163527	3	31574130	31679112	1
ID9003	NA	B4GALT3	ENSG00000158850	1	161141100	161147287	-1
ID9004	IPI00640322	ZNF567	ENSG00000189042	19	37178514	37218603	1
ID9005	IPI01018094	ZNF567	ENSG00000189042	19	37178514	37218603	1
ID9006	NA	NEAT1	ENSG00000245532	11	65190245	65213011	1
ID9007	NA	TEAD2	ENSG00000074219	19	49843852	49865714	-1
ID9008	IPI01014442	TEAD2	ENSG00000074219	19	49843852	49865714	-1
ID9009	IPI00550685	TEAD2	ENSG00000074219	19	49843852	49865714	-1
ID9010	NA	ODF3B	ENSG00000177989	22	50968139	50971009	-1
ID9011	IPI00878402	ODF3B	ENSG00000177989	22	50968139	50971009	-1
ID9012	IPI00295457	MPRIP	ENSG00000133030	17	16945859	17120993	1
ID9013	NA	MPRIP	ENSG00000133030	17	16945859	17120993	1
ID9014	IPI00554799	SPRN	ENSG00000203772	10	135234170	135382916	-1
ID9015	IPI00176931	ANKRD29	ENSG00000154065	18	21178890	21242849	-1
ID9016	NA	SPRN	ENSG00000203772	10	135234170	135382916	-1
ID9017	NA	DNAJC21	ENSG00000168724	5	34929698	34959069	1
ID9018	IPI00829610	DNAJC21	ENSG00000168724	5	34929698	34959069	1
ID9019	NA	DCAF8	ENSG00000132716	1	160185505	160254920	-1
ID9020	NA	SLC38A10	ENSG00000157637	17	79218800	79269347	-1
ID9021	IPI00974052	TGS1	ENSG00000137574	8	56685701	56738007	1
ID9022	IPI00443799	SLC38A10	ENSG00000157637	17	79218800	79269347	-1
ID9023	NA	UBN2	ENSG00000157741	7	138915102	138992982	1
ID9024	IPI00854561	UBN2	ENSG00000157741	7	138915102	138992982	1
ID9025	IPI00156120	RASL11A	ENSG00000122035	13	27844464	27847827	1
ID9026	NA	RBM39	ENSG00000131051	20	34291531	34330234	-1
ID9027	IPI00411452	DOCK11	ENSG00000147251	X	117629861	117820126	1
ID9029	NA	GLI4	ENSG00000250571	8	144349603	144359101	1
ID9030	IPI00952945	C1orf228	ENSG00000198520	1	45140364	45191263	1
ID9031	NA	C1orf228	ENSG00000198520	1	45140364	45191263	1
ID9033	IPI00376239	H1FNT	ENSG00000187166	12	48722763	48724062	1
ID9034	NA	H1FNT	ENSG00000187166	12	48722763	48724062	1
ID9035	NA	DEXI	ENSG00000182108	16	11022748	11036317	-1
ID9036	NA	LINC00226	ENSG00000229084	14	106744269	106744975	1
ID9037	IPI00374315	C6orf58	ENSG00000184530	6	127840600	127912962	1
ID9038	NA	C6orf58	ENSG00000184530	6	127840600	127912962	1
ID9039	NA	ENDOV	ENSG00000173818	17	78388965	78411886	1
ID9040	IPI00983573	ENDOV	ENSG00000173818	17	78388965	78411886	1
ID9041	IPI00418341	ENDOV	ENSG00000173818	17	78388965	78411886	1
ID9042	NA	SEZ6L2	ENSG00000174938	16	29882480	29910868	-1
ID9043	NA	OXR1	ENSG00000164830	8	107282473	107764922	1
ID9044	NA	RRN3P3	ENSG00000257122	16	22430090	22449036	-1
ID9045	IPI00908725	ZC3H18	ENSG00000158545	16	88636789	88698374	1
ID9046	IPI00173346	PGM2L1	ENSG00000165434	11	74041363	74109518	-1
ID9047	IPI00299921	SLC35B4	ENSG00000205060	7	133974084	134001803	-1
ID9048	IPI00410259	PHLDB2	ENSG00000144824	3	111451344	111695364	1
ID9049	IPI00002232	TAOK1	ENSG00000160551	17	27717482	27878922	1
ID9050	IPI00177819	RC3H2	ENSG00000056586	9	125606835	125667620	-1
ID9052	IPI00549512	SYTL3	ENSG00000164674	6	159071046	159185908	1
ID9053	IPI00909141	ADAL	ENSG00000168803	15	43622872	43646096	1
ID9054	NA	PSMB2	ENSG00000126067	1	36067185	36107445	-1
ID9055	IPI00926416	TMEM130	ENSG00000261149	HG946_PATCH	98475800	98500083	-1
ID9056	IPI00549666	GRPEL2	ENSG00000164284	5	148724993	148734146	1
ID9057	IPI00790015	KCNJ15	ENSG00000157551	21	39529128	39679279	1
ID9058	IPI00065392	TMEM71	ENSG00000165071	8	133697253	133772958	-1
ID9061	NA	SNX5	ENSG00000089006	20	17922241	17949623	-1
ID9063	IPI00920950	ZNF805	ENSG00000204524	19	57751973	57766503	1
ID9064	IPI00102803	ANKRD22	ENSG00000152766	10	90581889	90611575	-1
ID9065	IPI00477957	CLYBL	ENSG00000125246	13	100258919	100549387	1
ID9066	IPI00307755	PRKAA2	ENSG00000162409	1	57110995	57181008	1
ID9067	NA	HEXIM1	ENSG00000186834	17	43224684	43229468	1
ID9068	IPI00020928	TFAM	ENSG00000108064	10	60144782	60158981	1
ID9069	IPI00845286	ZNF618	ENSG00000157657	9	116638562	116818871	1
ID9070	IPI00848338	MGAT5B	ENSG00000167889	17	74864538	74946475	1
ID9071	IPI00981791	GUSBP3	ENSG00000253203	5	68790040	69006341	-1
ID9072	IPI00827856	RBMS3	ENSG00000144642	3	29322473	30051886	1
ID9073	IPI00027096	MRPL19	ENSG00000115364	2	75873909	75917977	1
ID9075	NA	PFKFB2	ENSG00000123836	1	207222801	207254369	1
ID9076	IPI00217617	MPP7	ENSG00000150054	10	28339922	28623415	-1
ID9077	IPI00457283	FCRLB	ENSG00000162746	1	161691353	161697933	1
ID9078	IPI00301201	FGFBP3	ENSG00000174721	10	93666346	93669240	-1
ID9079	IPI00442104	ZNF540	ENSG00000171817	19	38042308	38104998	1
ID9082	IPI00003293	DGKE	ENSG00000153933	17	54911460	54946036	1
ID9084	IPI00005135	SPATA6	ENSG00000132122	1	48761044	48937845	-1
ID9085	IPI00328846	FAM83A	ENSG00000147689	8	124191200	124222314	1
ID9086	IPI00783667	EIF4E3	ENSG00000163412	3	71724567	71803924	-1
ID9087	IPI00154910	UBASH3B	ENSG00000154127	11	122526383	122685181	1
ID9089	NA	ANKRD36	ENSG00000135976	2	97779233	97930258	1
ID9090	IPI00168581	SETD9	ENSG00000155542	5	56205087	56221359	1
ID9091	NA	OGFRL1	ENSG00000119900	6	71998506	72018653	1
ID9092	IPI00924822	SYS1	ENSG00000204070	20	43990577	44005438	1
ID9093	IPI00946951	FBXO9	ENSG00000112146	6	52916789	52965671	1
ID9095	NA	ALG10B	ENSG00000175548	12	38710380	38717784	1
ID9096	IPI00292678	CREBRF	ENSG00000164463	5	172483355	172566291	1
ID9097	IPI00179757	KIF1C	ENSG00000129250	17	4901243	4931696	1
ID9098	NA	BNC2	ENSG00000173068	9	16409501	16870841	-1
ID9099	NA	DCUN1D5	ENSG00000137692	11	102932805	102962944	-1
ID9100	NA	TTC39C	ENSG00000168234	18	21572737	21715574	1
ID9101	NA	MGP	ENSG00000111341	12	15034115	15038860	-1
ID9102	IPI00925156	KLF7	ENSG00000118263	2	207938861	208031991	-1
ID9104	IPI00396387	GNL1	ENSG00000229470	HSCHR6_MHC_DBB	30499388	30515186	-1
ID9105	IPI00917353	IPO11	ENSG00000086200	5	61699799	61924409	1
ID9106	IPI01012066	KIAA2026	ENSG00000183354	9	5881596	6007901	-1
ID9108	IPI00855862	TRAF3IP1	ENSG00000204104	2	239229082	239309541	1
ID9110	IPI00970931	TMEM136	ENSG00000181264	11	120195838	120204391	1
ID9111	IPI00064353	SLC45A3	ENSG00000158715	1	205626979	205649587	-1
ID9112	IPI00008895	EMP2	ENSG00000213853	16	10622279	10674555	-1
ID9114	IPI00103105	C6orf57	ENSG00000154079	6	71276620	71299272	1
ID9115	IPI00009258	ADPRH	ENSG00000144843	3	119298115	119308792	1
ID9116	IPI00856042	LRRC58	ENSG00000163428	3	120043356	120068186	-1
ID9117	NA	CUL1	ENSG00000055130	7	148395006	148498128	1
ID9118	IPI01009993	ZNF720	ENSG00000197302	16	31724550	31806190	1
ID9120	IPI00031663	PRRG4	ENSG00000135378	11	32851489	32879669	1
ID9121	IPI00921110	TMEM25	ENSG00000149582	11	118401756	118417995	1
ID9122	IPI00783497	NUDT16	ENSG00000198585	3	131100515	131107674	1
ID9123	IPI00783156	BMPR2	ENSG00000204217	2	203241659	203432474	1
ID9124	IPI00925554	KLF7	ENSG00000118263	2	207938861	208031991	-1
ID9125	IPI00385408	GLYCTK	ENSG00000168237	3	52321105	52329272	1
ID9126	IPI00031618	DDI2	ENSG00000197312	1	15943995	15995539	1
ID9127	IPI00044583	TRERF1	ENSG00000124496	6	42192669	42419789	-1
ID9128	IPI00924977	FGF12	ENSG00000114279	3	191857184	192485553	-1
ID9129	NA	KLHL36	ENSG00000135686	16	84682131	84701292	1
ID9130	IPI00926269	DDX56	ENSG00000136271	7	44605016	44614650	-1
ID9131	IPI00044842	RAB3IP	ENSG00000127328	12	70132461	70216984	1
ID9132	IPI00217405	UBR1	ENSG00000159459	15	43235095	43398311	-1
ID9133	IPI00337541	NNT	ENSG00000112992	5	43602794	43707507	1
ID9134	IPI01025865	DPF3	ENSG00000205683	14	73086004	73360809	-1
ID9135	IPI00016645	EPHA7	ENSG00000135333	6	93949738	94129265	-1
ID9136	IPI00872707	CEP152	ENSG00000103995	15	49005125	49103343	-1
ID9139	IPI00056324	HPS3	ENSG00000163755	3	148847371	148891519	1
ID9140	IPI00967605	MDGA1	ENSG00000112139	6	37600284	37667082	-1
ID9141	IPI00893722	SLC8A1	ENSG00000183023	2	40324410	40838193	-1
ID9142	IPI00180465	HEXIM2	ENSG00000168517	17	43238067	43247407	1
ID9144	IPI00339253	CBFA2T2	ENSG00000078699	20	32077881	32237842	1
ID9145	IPI00465048	RUFY2	ENSG00000204130	10	70100864	70167051	-1
ID9146	IPI00217759	FUT11	ENSG00000196968	10	75532049	75540009	1
ID9149	NA	CALCOCO2	ENSG00000136436	17	46908350	46943884	1
ID9150	IPI00031612	UTP23	ENSG00000147679	8	117778742	117861702	1
ID9151	NA	FAM171B	ENSG00000144369	2	187558698	187630685	1
ID9152	IPI00217427	SGPP2	ENSG00000163082	2	223289236	223425667	1
ID9153	IPI00945431	GABBR1	ENSG00000206511	HSCHR6_MHC_QBL	29523310	29600897	-1
ID9154	IPI00305850	HOXA13	ENSG00000106031	7	27233122	27239725	-1
ID9155	IPI00306833	STK16	ENSG00000115661	2	220110177	220115059	1
ID9157	NA	SLC25A51	ENSG00000122696	9	37879400	37904350	-1
ID9158	IPI00220568	OSBPL6	ENSG00000079156	2	179059208	179264160	1
ID9159	IPI00792177	TMEM182	ENSG00000170417	2	103353367	103460352	1
ID9160	NA	C9orf85	ENSG00000155621	9	74526426	74600970	1
ID9161	IPI00044587	GBP5	ENSG00000154451	1	89724633	89738544	-1
ID9162	IPI00938177	IQCA1	ENSG00000132321	2	237232794	237416185	-1
ID9163	IPI00871348	GTDC1	ENSG00000121964	2	144695635	145090135	-1
ID9164	IPI00789637	TMEM107	ENSG00000179029	17	8076555	8079717	-1
ID9165	NA	HEXDC	ENSG00000169660	17	80376194	80400521	1
ID9166	NA	PDLIM3	ENSG00000154553	4	186422851	186456766	-1
ID9167	NA	C11orf80	ENSG00000173715	11	66511922	66610987	1
ID9168	IPI00012270	DUSP8	ENSG00000184545	11	1575274	1593150	-1
ID9169	NA	FRA10AC1	ENSG00000148690	10	95427640	95462329	-1
ID9170	IPI00790341	ANKRD13C	ENSG00000118454	1	70726271	70820417	-1
ID9171	IPI00477667	IRAK1BP1	ENSG00000146243	6	79577189	79656157	1
ID9172	IPI00964961	JAKMIP1	ENSG00000152969	4	6027926	6202318	-1
ID9173	IPI00514327	PHKB	ENSG00000102893	16	47495034	47735434	1
ID9174	IPI00880048	DIS3L2	ENSG00000144535	2	232825955	233209060	1
ID9176	IPI00021556	NOL4	ENSG00000101746	18	31431064	31804916	-1
ID9177	IPI00640657	ZNF747	ENSG00000169955	16	30537244	30546668	-1
ID9178	IPI01011946	ZNF296	ENSG00000170684	19	45574758	45579846	-1
ID9179	IPI00924617	FAM200A	ENSG00000221909	7	99143931	99156159	-1
ID9181	IPI00956121	ZNF430	ENSG00000263249	HSCHR19_1_CTG3	21209842	21223406	1
ID9182	IPI00386655	ERLIN2	ENSG00000147475	8	37594117	37616619	1
ID9183	NA	QDPR	ENSG00000151552	4	17461884	17513857	-1
ID9185	IPI00414431	NF2	ENSG00000186575	22	29999545	30094587	1
ID9186	IPI00740336	FMN1	ENSG00000248905	15	33057747	33486897	-1
ID9187	IPI00018364	RAP2B	ENSG00000181467	3	152880029	152886265	1
ID9188	IPI00855995	C1orf168	ENSG00000187889	1	57184477	57285369	-1
ID9189	IPI00655743	ANKS6	ENSG00000165138	9	101493611	101559247	-1
ID9190	IPI00644084	TRAPPC2L	ENSG00000167515	16	88922628	88929094	1
ID9191	IPI00007819	TRAPPC2L	ENSG00000167515	16	88922628	88929094	1
ID9192	IPI00556519	OPA3	ENSG00000125741	19	46030685	46105470	-1
ID9193	NA	ZNF140	ENSG00000196387	12	133656424	133684130	1
ID9195	NA	EPC1	ENSG00000120616	10	32556679	32667726	-1
ID9196	NA	CACNA1C	ENSG00000151067	12	2079952	2802108	1
ID9197	IPI00179022	SLC37A2	ENSG00000134955	11	124932963	124959131	1
ID9200	NA	ANKRD13D	ENSG00000172932	11	67056018	67069956	1
ID9201	IPI00044725	MYSM1	ENSG00000162601	1	59120411	59165764	-1
ID9202	IPI00043479	C14orf28	ENSG00000179476	14	45366498	45376460	1
ID9203	IPI00063187	PITPNC1	ENSG00000154217	17	65373575	65693372	1
ID9204	IPI01026423	WDR89	ENSG00000140006	14	64063757	64108579	-1
ID9206	NA	LRIG2	ENSG00000198799	1	113615831	113674882	1
ID9207	IPI00328960	VSIG10L	ENSG00000186806	19	51834790	51845378	-1
ID9209	IPI00065064	UBXN10	ENSG00000162543	1	20512578	20522541	1
ID9210	IPI00029014	KIAA0141	ENSG00000081791	5	141303373	141321612	1
ID9211	NA	WDFY3	ENSG00000163625	4	85590704	85887544	-1
ID9214	IPI00791228	GRIA4	ENSG00000152578	11	105480721	105852819	1
ID9216	IPI00397733	ZNF865	ENSG00000261221	19	56116771	56128635	1
ID9217	IPI00298267	PTGS1	ENSG00000095303	9	125132824	125157982	1
ID9218	IPI00024579	RAD18	ENSG00000070950	3	8817088	9005457	-1
ID9219	IPI00008318	EPHA4	ENSG00000116106	2	222282747	222438922	-1
ID9220	NA	SAMD12	ENSG00000177570	8	119201698	119634234	-1
ID9221	IPI00412792	BTF3L4	ENSG00000134717	1	52521797	52556388	1
ID9223	IPI00169325	WDR36	ENSG00000134987	5	110427414	110466200	1
ID9225	IPI00399089	MESDC2	ENSG00000117899	15	81239667	81282219	-1
ID9226	NA	METTL12	ENSG00000214756	11	62432781	62435968	1
ID9227	IPI00555788	GDPD1	ENSG00000153982	17	57297828	57353328	1
ID9228	IPI00166414	CCDC96	ENSG00000173013	4	7042579	7044728	-1
ID9229	IPI00060270	ZNF524	ENSG00000171443	19	56111388	56114504	1
ID9230	IPI00375872	SETDB2	ENSG00000136169	13	50018429	50069138	1
ID9231	IPI00969390	FBXO3	ENSG00000110429	11	33762485	33796089	-1
ID9232	IPI00093195	ZNF770	ENSG00000198146	15	35270542	35280488	-1
ID9233	IPI01009944	GPR110	ENSG00000153292	6	46965440	47010099	-1
ID9234	NA	SNHG10	ENSG00000247092	14	95998634	96001209	-1
ID9235	IPI00878014	BTBD11	ENSG00000151136	12	107712190	108053419	1
ID9236	IPI00658100	PHC3	ENSG00000173889	3	169804520	169899537	-1
ID9237	IPI00060801	RAB39B	ENSG00000155961	X	154487526	154493874	-1
ID9238	NA	HNRNPA1L2	ENSG00000139675	13	53191605	53217919	1
ID9239	NA	CASK	ENSG00000147044	X	41374187	41782716	-1
ID9240	IPI00514301	CASK	ENSG00000147044	X	41374187	41782716	-1
ID9241	IPI00005836	PIAS2	ENSG00000078043	18	44388353	44500123	-1
ID9243	IPI00168881	SPTSSB	ENSG00000196542	3	161062580	161090668	-1
ID9244	NA	FAM207A	ENSG00000160256	21	46359925	46396904	1
ID9246	IPI01011734	ELP2	ENSG00000134759	18	33709407	33757909	1
ID9247	IPI00166430	TMEM86A	ENSG00000151117	11	18714669	18726332	1
ID9248	IPI00010833	ZNF148	ENSG00000163848	3	124944405	125094198	-1
ID9250	IPI00442867	FAM85A	ENSG00000255495	8	12051976	12053789	1
ID9251	IPI00008380	PPP2CA	ENSG00000113575	5	133530025	133561833	-1
ID9253	IPI00926595	MDH1B	ENSG00000138400	2	207602487	207630271	-1
ID9254	IPI00926774	NAPEPLD	ENSG00000161048	7	102740223	102790007	-1
ID9255	IPI00944576	ATXN3	ENSG00000066427	14	92524896	92572965	-1
ID9256	IPI00023600	IRF1	ENSG00000125347	5	131817301	131826490	-1
ID9258	NA	ARHGEF11	ENSG00000132694	1	156904632	157015162	-1
ID9259	IPI00045922	SETDB2	ENSG00000136169	13	50018429	50069138	1
ID9260	IPI00168920	COL24A1	ENSG00000171502	1	86194916	86622626	-1
ID9262	NA	REV3L	ENSG00000009413	6	111620234	111804918	-1
ID9263	IPI00645722	TCEANC2	ENSG00000116205	1	54519260	54578192	1
ID9264	NA	PSMD7	ENSG00000103035	16	74330673	74340186	1
ID9265	IPI00168907	IPMK	ENSG00000151151	10	59951278	60027694	-1
ID9266	IPI00916062	AARSD1	ENSG00000266967	17	41102543	41116515	-1
ID9268	NA	PXMP4	ENSG00000101417	20	32294512	32308125	-1
ID9269	IPI00218338	CACNA1E	ENSG00000198216	1	181382238	181777219	1
ID9270	IPI00965000	CCL28	ENSG00000151882	5	43376747	43412493	-1
ID9271	NA	PTCH1	ENSG00000185920	9	98205262	98279339	-1
ID9272	NA	RASSF10	ENSG00000189431	11	13030696	13032647	1
ID9273	IPI01022899	GAS2L3	ENSG00000139354	12	100967461	101022064	1
ID9274	IPI00797871	DBF4B	ENSG00000161692	17	42785976	42829632	1
ID9275	IPI00893693	CCDC88A	ENSG00000115355	2	55514978	55647057	-1
ID9276	NA	YARS	ENSG00000134684	1	33240840	33283754	-1
ID9277	IPI00002849	ELK4	ENSG00000158711	1	205577071	205601090	-1
ID9278	NA	MTHFD2L	ENSG00000163738	4	74979891	75168816	1
ID9279	IPI00552787	RBM20	ENSG00000203867	10	112404155	112599227	1
ID9280	NA	CSAD	ENSG00000139631	12	53551447	53575135	-1
ID9281	IPI00025285	ATP6V1G1	ENSG00000136888	9	117350026	117360653	1
ID9282	NA	KIAA1456	ENSG00000250305	8	12803151	12889012	1
ID9283	NA	ZNF207	ENSG00000010244	17	30677136	30708905	1
ID9284	IPI00783001	METTL15	ENSG00000169519	11	28129795	28355054	1
ID9285	NA	OBSL1	ENSG00000124006	2	220415451	220436581	-1
ID9286	NA	ATMIN	ENSG00000166454	16	81069452	81080963	1
ID9287	IPI00440151	DCP2	ENSG00000172795	5	112312399	112356667	1
ID9289	IPI00375462	SREK1	ENSG00000153914	5	65435799	65479443	1
ID9290	IPI01018314	TMEM161B	ENSG00000164180	5	87485450	87565293	-1
ID9291	IPI00065441	DPY19L2	ENSG00000177990	12	63952693	64062719	-1
ID9292	NA	ANK3	ENSG00000151150	10	61786056	62493248	-1
ID9293	IPI01010473	DENND1B	ENSG00000213047	1	197473878	197744826	-1
ID9294	NA	KANK1	ENSG00000107104	9	470291	746105	1
ID9296	IPI00644776	ZNF100	ENSG00000262022	HSCHR19_2_CTG3	21915047	21959807	-1
ID9297	IPI01025081	PCNX	ENSG00000100731	14	71374122	71582099	1
ID9298	IPI00827806	TIGD7	ENSG00000140993	16	3348832	3355729	-1
ID9299	IPI00329238	SFR1	ENSG00000156384	10	105881816	105886143	1
ID9300	IPI00848276	FAM208B	ENSG00000108021	10	5726801	5805703	1
ID9301	IPI00385975	TRIM11	ENSG00000154370	1	228581374	228594541	-1
ID9302	IPI00166468	TAPT1	ENSG00000169762	4	16162128	16229033	-1
ID9303	NA	ATP5S	ENSG00000125375	14	50779044	50802276	1
ID9304	NA	ZCCHC6	ENSG00000083223	9	88902648	88969369	-1
ID9305	IPI00303214	TYSND1	ENSG00000156521	10	71897737	71906432	-1
ID9306	IPI00166319	HECTD2	ENSG00000165338	10	93170096	93274586	1
ID9307	IPI00059185	C11orf52	ENSG00000149300	11	111788756	111797596	1
ID9308	NA	C5orf51	ENSG00000205765	5	41904290	41921738	1
ID9309	IPI00646621	RFX3	ENSG00000080298	9	3218297	3526004	-1
ID9310	IPI00240793	ATP11B	ENSG00000058063	3	182511288	182639423	1
ID9311	IPI00083281	APEX2	ENSG00000169188	X	55026790	55035490	1
ID9312	NA	SLC35C2	ENSG00000080189	20	44978167	44993043	-1
ID9313	IPI00328716	LRRTM1	ENSG00000162951	2	80515483	80531874	-1
ID9314	IPI00028077	PSEN1	ENSG00000080815	14	73603126	73690399	1
ID9315	IPI01009442	RIMBP2	ENSG00000060709	12	130880682	131200826	-1
ID9316	IPI00036742	KIAA1429	ENSG00000164944	8	95499921	95565757	-1
ID9317	IPI00642859	ZNF347	ENSG00000197937	19	53627325	53662328	-1
ID9318	IPI00184162	TMEM229B	ENSG00000198133	14	67913801	68000456	-1
ID9319	IPI01012987	CSTF2	ENSG00000101811	X	100075384	100095921	1
ID9320	IPI00411979	FMNL3	ENSG00000161791	12	50031724	50101948	-1
ID9321	IPI00289929	ACRC	ENSG00000147174	X	70798261	70833433	1
ID9322	IPI00217751	KIAA1919	ENSG00000173214	6	111580551	111592370	1
ID9324	IPI00435209	KLHL34	ENSG00000185915	X	21673609	21676448	-1
ID9327	NA	PHF8	ENSG00000172943	X	53963109	54075391	-1
ID9328	NA	TCERG1	ENSG00000113649	5	145826874	145891524	1
ID9329	IPI00893969	OTX1	ENSG00000115507	2	63277192	63284971	1
ID9330	IPI00419863	PTPDC1	ENSG00000158079	9	96793076	96872138	1
ID9331	NA	C10orf12	ENSG00000155640	10	98741041	98745582	1
ID9332	IPI00924745	NPHP1	ENSG00000144061	2	110879888	110962643	-1
ID9333	IPI00218974	NPHP1	ENSG00000144061	2	110879888	110962643	-1
ID9334	IPI00152263	SLC30A4	ENSG00000104154	15	45771809	45815005	-1
ID9335	IPI00021968	TNFRSF11A	ENSG00000141655	18	59992520	60058516	1
ID9336	NA	HOXD10	ENSG00000128710	2	176973518	176984670	1
ID9337	IPI00399254	OTUD4	ENSG00000164164	4	146031990	146101313	-1
ID9338	NA	ACY1	ENSG00000243989	3	52009066	52023213	1
ID9339	NA	LINC00461	ENSG00000245526	5	87803363	87986858	-1
ID9340	NA	ANKRD13A	ENSG00000076513	12	110436991	110477568	1
ID9343	NA	AHNAK	ENSG00000124942	11	62201016	62323707	-1
ID9344	NA	PANK2	ENSG00000125779	20	3869486	3907605	1
ID9345	NA	ATE1	ENSG00000107669	10	123499939	123688316	-1
ID9346	IPI00060419	TIFA	ENSG00000145365	4	113195698	113207059	-1
ID9348	IPI01012027	MFSD4	ENSG00000174514	1	205538013	205572046	1
ID9349	IPI00140201	COG8	ENSG00000213380	16	69354043	69373570	-1
ID9350	IPI00785000	VWA3A	ENSG00000175267	16	22103859	22168287	1
ID9351	IPI00885166	PABPC4L	ENSG00000254535	4	135117488	135122903	-1
ID9352	IPI00793638	C19orf68	ENSG00000185453	19	48673949	48700877	1
ID9353	IPI00173359	UACA	ENSG00000137831	15	70946893	71055932	-1
ID9354	IPI00014792	KCNK9	ENSG00000169427	8	140613081	140715299	-1
ID9355	IPI01014668	MLLT4	ENSG00000130396	6	168227602	168372703	1
ID9358	IPI00300776	EYA4	ENSG00000112319	6	133561736	133853258	1
ID9359	IPI00045066	ARX	ENSG00000004848	X	25021811	25034065	-1
ID9360	IPI00894324	GTF3A	ENSG00000122034	13	27998681	28009958	1
ID9361	IPI01009059	KIAA1549	ENSG00000122778	7	138516126	138666064	-1
ID9362	NA	TMED10	ENSG00000170348	14	75598173	75643334	-1
ID9364	NA	AGBL5	ENSG00000084693	2	27265232	27293490	1
ID9365	IPI00973289	BRWD1	ENSG00000185658	21	40556102	40693485	-1
ID9367	IPI00329131	LRRC28	ENSG00000168904	15	99791567	99930934	1
ID9370	IPI00048500	UBXN2B	ENSG00000215114	8	59323823	59364060	1
ID9372	IPI00807695	ZNF780A	ENSG00000197782	19	40575059	40596845	-1
ID9373	NA	CALU	ENSG00000128595	7	128379346	128411861	1
ID9374	NA	S100A10	ENSG00000197747	1	151955391	151966866	-1
ID9375	IPI00186008	STARD10	ENSG00000214530	11	72465774	72504726	-1
ID9376	IPI00384182	C9orf85	ENSG00000155621	9	74526426	74600970	1
ID9377	NA	DCC	ENSG00000187323	18	49866542	51057784	1
ID9379	IPI00419084	DENND5B	ENSG00000170456	12	31535157	31744031	-1
ID9381	IPI00964082	SPOP	ENSG00000121067	17	47676246	47755596	-1
ID9382	IPI00009505	SNTB2	ENSG00000260873	HSCHR16_2_CTG3_1	69221025	69348087	1
ID9384	NA	SRSF8	ENSG00000180771	11	94800056	94804388	1
ID9385	NA	PPM1N	ENSG00000213889	19	45992035	46005768	1
ID9386	NA	IRS1	ENSG00000169047	2	227596033	227664475	-1
ID9388	IPI00154558	ZNF420	ENSG00000197050	19	37498759	37621216	1
ID9389	NA	ADD1	ENSG00000087274	4	2845584	2931803	1
ID9390	IPI00940701	KLF12	ENSG00000118922	13	74260226	74708394	-1
ID9391	NA	TRIM50	ENSG00000146755	7	72726535	72742085	-1
ID9392	IPI00296798	FIBCD1	ENSG00000130720	9	133777825	133814673	-1
ID9393	NA	ZNF404	ENSG00000176222	19	44376515	44405537	-1
ID9396	IPI00061678	MFSD3	ENSG00000167700	8	145734457	145736596	1
ID9397	NA	TM9SF1	ENSG00000100926	14	24658349	24682679	-1
ID9398	IPI00930398	RNF145	ENSG00000145860	5	158584417	158637061	-1
ID9399	NA	TNFRSF9	ENSG00000049249	1	7979907	8000926	-1
ID9400	IPI00792953	ZNF829	ENSG00000185869	19	37379026	37407193	-1
ID9402	IPI00043747	RFTN2	ENSG00000162944	2	198432948	198540769	-1
ID9403	NA	PDXDC2P	ENSG00000196696	16	70010200	70099851	-1
ID9404	NA	UBE2E1	ENSG00000170142	3	23847394	23932807	1
ID9405	NA	FNDC3A	ENSG00000102531	13	49550048	49783915	1
ID9406	IPI00794144	ZNF681	ENSG00000196172	19	23921997	23941693	-1
ID9407	IPI00164946	FIGN	ENSG00000182263	2	164449906	164592522	-1
ID9408	IPI00384535	CELF4	ENSG00000101489	18	34823010	35146000	-1
ID9409	IPI00947470	C3orf55	ENSG00000174899	3	157261035	157395538	1
ID9410	NA	TSNAX	ENSG00000116918	1	231664399	231702270	1
ID9411	IPI00167546	C2orf69	ENSG00000178074	2	200775979	200820658	1
ID9412	IPI00029665	MMAB	ENSG00000139428	12	109991542	110011679	-1
ID9413	IPI00031517	MCM6	ENSG00000076003	2	136597196	136633996	-1
ID9414	NA	LMBRD2	ENSG00000164187	5	36098514	36152063	-1
